,track_id,track,artist,album,track_popularity,acousticness,danceability,energy,instrumentalness,loudness,tempo
514,7LCymER3kimMSSMBnuyEub,Millonario De Amor,"Sergio Vega ""El Shaka""",Millonario De Amor,62,0.429,0.638,0.588,0.0,-2.282,154.162
515,2wxO3ZydJTZRi4Bbc02q7i,Smile,Scarface,Greatest Hits,58,0.0498,0.7,0.402,1.04e-06,-9.93,77.871
516,3Tj1luJyKPQt7WbrqpJ2Az,Cold Wind Blows,Eminem,Recovery,61,0.13,0.619,0.972,0.0,-0.517,169.04
517,3zbnvxvqV5lL4Vq0FznWsX,Wop (Official Version),J. Dash,Wop (Official Version),55,0.00968,0.836,0.817,0.0,-5.672,112.007
518,1cxCqerH9jNz1B6xnlT02y,Good Day To Die,Godsmack,The Oracle (Deluxe Edition),58,3.21e-05,0.45,0.859,0.000202,-5.155,95.778
519,5I6YA7oHtraxwWQzzCugDt,You Be Killin Em,Fabolous,There Is No Competition 2: The Grieving Music Mixtape,56,0.444,0.664,0.909,0.0,-3.552,93.977
520,3q3pZHncNkvIWJebMeuQqQ,Hero,Christopher Wilde,StarStruck,62,0.0279,0.333,0.902,0.0,-4.65,185.539
521,6NGqtkp6zbRmQnbRTehplQ,Southern State Of Mind,Darius Rucker,"Charleston, SC 1966",55,0.147,0.601,0.63,0.0,-6.874,154.879
522,09AlhxXpzzoVVdCb4yZTfL,Poppy,Mac Miller,K.I.D.S.,57,0.508,0.806,0.699,0.0,-5.791,94.616
523,2iPTESocncak2Q45oXzKOG,Beat the Devil's Tattoo,Black Rebel Motorcycle Club,Beat the Devil's Tattoo,55,0.42,0.521,0.921,0.0207,-2.744,96.51
524,0xmWQKzc5m9rLv2ucDWxwD,Sign,FLOW,MICROCOSM,68,0.00183,0.363,0.914,0.0,-2.899,177.968
525,3my8nYpb74vfIPyRPo0zVq,Show Me How You Burlesque (Burlesque) - Original Motion Picture Soundtrack,Christina Aguilera,Burlesque Original Motion Picture Soundtrack,53,0.0081,0.753,0.708,0.0,-5.389,105.521
526,2uEqb2TEV29ktnJl8DyObt,Me Encantaría,Fidel Rueda,Te Voy A Amar,64,0.249,0.926,0.549,8.48e-05,-5.431,106.992
527,1D27z8xNzjW0Mwwt1NCWhJ,Last Kiss,Taylor Swift,Speak Now (Deluxe Edition),54,0.57,0.371,0.341,3.09e-05,-9.475,89.038
528,0f7nr5Np1wncQTrePQk6cA,Let's Be Friends,Emily Osment,Fight Or Flight (Bonus Track Version),60,0.00308,0.596,0.801,1.24e-05,-6.495,123.926
529,1A3Hqv4qJd1RBJMq4au7GS,He Wants It All,Forever Jones,Get Ready,56,0.511,0.496,0.28,0.0,-11.162,83.97
530,2kIq7Oq6YNfdUuTrmPC4w1,Ordinary Girl,Hannah Montana,Hannah Montana Forever,62,0.0265,0.411,0.847,0.0,-3.705,182.496
531,0Epl79nHvdyTdZRAiWpJah,REVOFEV,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,56,0.15,0.608,0.544,0.00062,-6.465,68.861
532,1jK5cA9aDKlBYMPQ5o0BaE,Creí,El Trono de Mexico,Quiero Decirte Que Te Amo,60,0.381,0.726,0.64,9.69e-06,-5.242,122.083
533,5z4GWgru4a3X0SFnQMD2oH,I Don't Care If You're Contagious,Pierce The Veil,Selfish Machines,56,0.00235,0.37,0.975,0.0,-2.434,166.058
534,4GtvQ52U6f9LGkwjAqL60e,Ain't Thinkin' 'Bout You,Bow Wow,Aint Thinkin' Bout You,60,0.0113,0.54,0.617,0.0,-5.534,116.635
535,27RYrbL6S02LNVhDWVl38b,Happy Xmas (War Is Over) - Remastered 2010,John Lennon,Signature Box,63,0.28,0.321,0.64,0.0,-10.023,146.172
536,19t0Z7qsoV6A1CGJVYRnjm,Rabiosa (feat. El Cata),Shakira,Sale el Sol,64,0.0378,0.827,0.832,2.57e-05,-5.373,133.01
537,1wCJ3JIsNaJK0MYct4Kmrv,Finding My Way Back,Jaheim,Another Round,54,0.114,0.605,0.622,0.0,-5.133,136.012
538,7DjCRhhFo9PPzca1BjMLcf,Long Live,Taylor Swift,Speak Now (Deluxe Edition),54,0.036,0.418,0.68,7.59e-05,-4.3,204.12
539,0P0s7PqS6x2Y0Nx8cerAMK,It's Complicated,A Day To Remember,What Separates Me From You,57,0.000203,0.199,0.934,0.0,-3.471,195.01
540,44DnIGEvTlhDkGv3xLSDcp,Wide Eyes,Local Natives,Gorilla Manor,54,0.00131,0.528,0.86,0.25,-8.033,123.12
541,5jr6pG3khBcBXZRm8NogSe,Baby I'm Yours,Breakbot,Baby I'm Yours,62,0.705,0.831,0.794,3.4e-05,-3.701,118.075
542,7pS3O75hJnthHr64tlpqPn,Danger Line,Avenged Sevenfold,Nightmare,60,0.00116,0.473,0.767,0.000798,-6.383,180.024
543,0wlsgzAk1LaO8MMoXxpz7W,Duvet - Acoustic,bôa,Twilight,58,0.383,0.475,0.393,2.96e-06,-8.563,172.308
544,44kFSc9ud98cnHq104T2RL,Mezmorized,Wiz Khalifa,Kush & Orange Juice,55,0.00489,0.723,0.779,0.0,-6.413,150.047
545,7oL13WHjhUFhVq9POP7qfC,Say You'll Haunt Me,Stone Sour,Audio Secrecy,58,1.2e-05,0.559,0.868,0.00394,-4.738,140.021
546,6VKjdUk3JEbeBXv1IusK5M,Kiss My Country Ass,Blake Shelton,Hillbilly Bone,55,0.0384,0.5,0.87,0.0,-3.282,90.001
547,0PWQqF5PvqRq0OPLSH0FKI,Light Up,Drake,Thank Me Later,54,0.0936,0.472,0.908,0.0,-5.991,172.924
548,37m5rkTgvEynGRvjE9hF4a,Revelation 19:1,Stephen Hurd,My Destiny,55,0.521,0.299,0.607,0.0,-6.808,93.132
549,5PQwmOZwMhhV8q8QMpCRAZ,Fool,bôa,Twilight,59,0.0159,0.533,0.68,6.88e-06,-6.899,132.145
550,16OFkCrdYH524sqvTPt6CT,It Must Be Love,Alan Jackson,34 Number Ones,56,0.284,0.816,0.669,0.0,-7.925,112.132
551,2s2nAHl0uelukXWMozMraH,Riptide,Sick Puppies,Tri-polar,53,0.00169,0.505,0.757,0.0,-5.443,83.212
552,5WejEyXB6jW1CTmCVPRHRP,Doy La Vida Por Un Beso,Grupo Bryndis,Mas Alla Del Tiempo Y La Distancia,61,0.223,0.608,0.669,2.58e-05,-8.458,167.624
553,66FbkukCI5pva9EbMvT0pV,Disasterology,Pierce The Veil,Selfish Machines,55,0.00137,0.378,0.983,0.0,-3.171,160.074
554,1mX6SYJ1ZpcoxQUiER8wOI,SING,My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,60,0.000233,0.606,0.942,7.07e-06,-3.618,110.98
555,3YHGqAHprVEArAxLzaBE6O,De Qué Me Sirve la Vida,Camila,Dejarte De Amar,68,0.29,0.411,0.468,0.0,-7.058,149.399
556,5CpKFbQOufwc4vnmxjHVh7,Crab,Alex G,Race,57,0.576,0.613,0.587,0.00432,-5.92,98.113
557,2Y48Q7HryWdPJZypJotjlJ,The Boys of Fall,Kenny Chesney,Hemingway's Whiskey,54,0.227,0.503,0.648,0.00124,-6.243,147.942
558,5bDEA48Dxyxoc3K4Dt7yRE,Karaoke,Drake,Thank Me Later,54,0.00879,0.758,0.654,0.0258,-7.097,151.008
559,4isk4UYRcmslphcTq61xUg,Quickie,Miguel,All I Want Is You,55,0.216,0.372,0.641,0.0,-4.819,67.82
560,3b6yQRfPf0wPiEKCTA46ZO,Strong Enough,Matthew West,The Story Of Your Life,55,0.00599,0.373,0.787,0.0,-5.06,159.881
561,3WiU6ZeOD7UFjTSPraQMPl,Ni Lo Intentes,Julión Álvarez y su Norteño Banda,Ni Lo Intentes,64,0.352,0.692,0.65,3.78e-05,-4.858,149.882
562,2a2MbiJN2skOxohykOVcss,Solitude Is Bliss,Tame Impala,InnerSpeaker,60,0.00811,0.588,0.849,0.000161,-5.027,104.012
563,5RfBhOGNbbXT5LiIvbHLhN,Stereo Love - Radio Edit,Edward Maya,Stereo Love,54,0.0335,0.773,0.736,0.0184,-5.589,127.056
564,7BGkpHiIqGGA8B9rRPf5VL,Dumb Love,Sean Kingston,Dumb Love EP,55,0.356,0.758,0.646,0.0,-3.662,128.03
565,10yBOZi6cIDeJOlb7Pbz1J,Write This Down,SoulChef,Escapism,67,0.173,0.824,0.818,0.0136,-4.396,92.978
566,3iitOoZUtWEgwZOEYFITFo,Planetary (GO!),My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,59,0.0006,0.608,0.954,0.269,-3.507,131.991
567,79jQsuUX9NAaVXKTXZ2DLJ,Romance Is Boring,Los Campesinos!,Romance Is Boring,53,0.00334,0.335,0.931,3.57e-05,-2.65,128.438
568,4kXHIm097G3CemN3PzcpgL,Vampire Money,My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,58,0.000176,0.261,0.979,0.122,-3.652,183.718
569,5DbAOJ5dYW5A9xBhkeb33t,Primo Victoria,Sabaton,Primo Victoria (Re-Armed),66,0.000676,0.436,0.748,3.01e-06,-6.349,62.11
570,5xZtUAVUVfjBtVtMOgMkyy,What's My Name?,Rihanna,Loud,54,0.229,0.69,0.786,0.0,-2.959,100.049
571,03ZtlmARAMWhAgZSIs6Fes,One In A Million,Ne-Yo,Libra Scale,65,0.122,0.763,0.794,2.86e-06,-6.078,99.999
572,1jlKdNbOA90rjnt88GJnwO,La Vuelta Al Mundo,Calle 13,Entren Los Que Quieran,73,0.159,0.748,0.538,1.62e-06,-9.943,124.974
573,2fpzSINgTCbf4sS7LH39G5,Sag My Pants,Hopsin,Raw,57,0.171,0.871,0.567,0.0,-9.264,97.422
574,1FdU4oF88UOJwA9GYgognx,Diamond Eyes,Deftones,Diamond Eyes (Deluxe),55,0.000109,0.331,0.845,0.000212,-4.876,153.484
575,7LG1SR44Kh4f9lgyXSdWTD,Loud,Tech N9ne Collabos,The Gates Mixed Plate,54,0.252,0.865,0.878,0.0,-2.637,140.075
576,54cWVWqgyFukgDKQYmaKM3,Stupify,Disturbed,The Sickness (10th Anniversary Edition),56,0.00108,0.597,0.939,9.77e-05,-3.001,98.0
577,06qEGQMavekDfu9fVsFAMz,I Love Rock 'n' Roll,The Black Jets,"ReCovered Hits, Vol. 2",62,0.0725,0.762,0.482,3.26e-06,-4.35,94.009
578,7Cg3F9ZsZ2TYUnlza49NYh,Kong,Bonobo,Black Sands,64,0.173,0.542,0.749,0.942,-8.333,94.031
579,4lm1suUz5l4JjpDUsZocCB,All I Want Is You,Mac Miller,K.I.D.S.,56,0.113,0.589,0.768,0.000102,-4.763,82.899
580,1sJFu2pvYJhtEOo9oVe1TZ,Me Enamoré de Ti,Chayanne,No Hay Imposibles,69,0.0747,0.521,0.566,0.0,-7.441,149.855
581,1Oenqmtbzt331Pgv0ODfS2,Outta Your Mind,Lil Jon,Crunk Rock (Deluxe),57,0.233,0.876,0.984,0.0,-2.018,99.976
582,19tHCfzUSoy5HkpxcmbA0A,The Story Of Us,Taylor Swift,Speak Now (Deluxe Edition),53,0.00478,0.543,0.818,0.000368,-3.611,139.898
583,3zeV6b2FMFsLHopzHHnS6J,シュガーブー,Serani Poji,MERRY GO ROUND JAILHOUSE,60,0.371,0.673,0.948,0.065,-6.592,90.01
584,7ksYJ95P5vP87A0GH34CIk,Ridin' Solo,Jason Derulo,Jason Derulo (Deluxe Audio),57,0.128,0.442,0.83,0.0,-4.02,89.338
585,4qR4J8QRTeN0W8Rp5nVdzi,Come Undone,My Darkest Days,My Darkest Days,57,9.11e-05,0.417,0.882,0.0,-4.319,174.015
586,4SdMuHAqAydCocJEtKXwJA,Sabiendo Quien Era Yo,Los Incomparables De Tijuana,30 Primeros Exitos,56,0.115,0.834,0.633,3.13e-05,-7.836,117.557
587,6tO1amT2NLvgsBzBhHOR1S,Ashley,Escape the Fate,This War Is Ours (Deluxe Edition),57,0.00201,0.269,0.904,0.0,-5.715,177.423
588,0tUVnDB0pM7xYGGgIKnyVf,Super Bass,Nicki Minaj,Pink Friday (Deluxe Edition),56,0.0584,0.766,0.739,0.0121,-7.49,126.987
589,0Jcnr8HUGQdaOiSkqpdEKX,Something About the Sunshine,Anna Margaret,StarStruck,60,0.0863,0.692,0.797,0.0,-6.248,125.022
590,4QwcuKjGjtl5fZe7kDdULV,Lay It on the Line,Triumph,Greatest Hits Remixed (Deluxe Edition),56,0.00672,0.228,0.872,0.0,-5.479,91.724
591,1U6Ejld67ky0fyVFv7bXH5,Don't Mind If I Do,Mac Miller,K.I.D.S. (Deluxe),56,0.15,0.737,0.921,0.0,-4.91,105.055
592,2zQyXaCpKG0yanNaCkjxNt,Elizabeth,Ghost,Opus Eponymous,56,0.0549,0.514,0.921,0.000117,-4.529,127.965
593,2LcmUm7w5WNAJe08nkSmvq,I'm Yours,The Green,The Green,53,0.173,0.846,0.384,0.0,-10.301,123.051
594,6pgnkniwVLwDxLrENMFCJT,Share My Life,Kem,Intimacy,54,0.184,0.694,0.536,0.000722,-6.701,74.495
595,2Z7Q9xBlQvzsJ0AAUyKr7J,Fast Times at Clairemont High,Pierce The Veil,Selfish Machines,54,0.00626,0.537,0.953,0.0,-2.957,93.006
596,1aJrVsHwcQMZ8TZ6mlvT5J,A Real Hero,College & Electric Youth,A Real Hero EP,63,0.834,0.719,0.431,0.739,-9.226,112.004
597,5XW4BwCrfYpci5zMbJxs4N,Do Ya Wanna Taste It,Wig Wam,Non Stop Rock'n Roll,61,0.0191,0.559,0.793,0.0,-3.536,92.034
598,7cQjIIjLOhbRVCXyIepF2U,Summertime,My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,61,0.000252,0.6,0.799,0.0121,-3.51,130.031
599,4bZi0vF5fPvB2g8JiWDARW,Evelyn Evelyn,Evelyn Evelyn,Evelyn Evelyn,57,0.821,0.321,0.231,3.78e-05,-12.29,179.711
600,1B4XhExXA4NswSQPetDuEg,Arbol Sin Hojas,Dread Mar I,Vivi En Do,73,0.184,0.769,0.577,0.000404,-6.742,167.637
601,0HasfWMrNxTjycDy9TkRtA,The Other Side (feat. CeeLo Green and B.o.B),Bruno Mars,Doo-Wops & Hooligans,56,0.0993,0.555,0.814,3.7e-06,-3.927,140.081
602,3pZVH0mPC6fxtmjOT0i9t5,Revelation Song,Kari Jobe,Kari Jobe,57,0.609,0.276,0.263,0.0,-7.859,124.404
603,2sCoROOlNQyFpRQEe6A5lv,Call Your Girlfriend,Robyn,Body Talk,53,0.00101,0.599,0.887,0.0545,-2.377,125.097
604,08Bfk5Y2S5fCxgxk371Eel,S&M,Rihanna,Loud,54,0.0113,0.766,0.682,0.00016,-5.02,127.966
605,2BndJYJQ17UcEeUFJP5JmY,Paradise Circus,Massive Attack,Heligoland,65,0.414,0.81,0.591,0.799,-13.385,136.028
606,7rElK9aQ3IKPuqjjThwnLm,GHOST!,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,53,0.0523,0.529,0.694,4.11e-06,-4.449,89.82
607,5p3SJ3CYqrmFbboAtfNo5n,Memories (feat. Kid Cudi),David Guetta,One More Love,53,0.00145,0.561,0.852,5.92e-06,-6.871,129.971
608,6feuIpYR8HYHvryrczwxT7,The Same,Alex G,Race,56,0.699,0.584,0.184,0.00073,-11.726,95.046
609,4JtvyWkWQTPVcroZf8JJkp,Heart of Courage,Thomas Bergersen,Invincible,68,0.511,0.403,0.591,0.896,-8.126,135.047
610,3ihp0qYSN89GBnrgF6GhRh,Either Way,Beta Radio,Seven Sisters,57,0.637,0.651,0.621,0.000122,-7.271,77.578
611,24HYU0MQmeUQ6YLjl1o2NV,Y la Felicidad Qué,Canserbero,Vida,71,0.434,0.72,0.827,0.0,-5.118,91.488
612,4DJLcyfnyEGlUejAEAX4az,1983,Neon Trees,Habits,53,7.37e-05,0.463,0.981,0.0,-3.922,153.048
613,5uqQQtXsY2HJLbPVPwcz6C,The Weary Kind,Ryan Bingham,Junky Star,55,0.938,0.48,0.313,0.0223,-16.358,100.075
614,15vrb7RIDVq0n44vMGJOz5,No Hurry,Zac Brown Band,You Get What You Give,54,0.375,0.565,0.531,0.0,-5.809,146.027
615,1MoEyYsa9Y0FvApwLskO1l,Ghost Division,Sabaton,The Art of War (Re-Armed),64,0.000101,0.343,0.945,9.62e-06,-3.259,176.135
616,3RJclnBV8g9mvHPtSzPf7c,Ride (feat. Ludacris),Ciara,Basic Instinct,56,0.00131,0.694,0.719,1.47e-05,-4.538,129.961
617,7zbDSQelDmlaEhUDnLMViZ,All Of The Lights - Album Version (Edited),Kanye West,My Beautiful Dark Twisted Fantasy,54,0.0632,0.547,0.794,4.88e-05,-3.28,142.138
618,6qjcR3YhnmZ8qT7BGOXLR6,Take It Outside,Brantley Gilbert,Halfway To Heaven (Deluxe Edition),53,0.000112,0.427,0.743,0.0275,-5.908,156.784
619,4dPP7GEqsI5yRy8w8CqWVi,Right Thru Me,Nicki Minaj,Pink Friday,55,0.0869,0.381,0.683,0.00164,-4.724,162.246
620,46xqXoohiUXCZo4K34LG4G,Outside,Mac Miller,K.I.D.S. (Deluxe),55,0.00658,0.475,0.854,0.0,-3.779,80.155
621,2cpTtthg2R3PMRjkxOJJyK,Tu Bandera,Jesús Adrián Romero,El Brillo De Mis Ojos (Edición Especial),64,0.549,0.622,0.555,0.0,-5.282,104.816
622,462tT5pBVstoLcOSJsBBKw,You Lie,The Band Perry,The Band Perry,53,0.387,0.521,0.656,0.0,-5.015,170.939
623,5zcxjz8t9YexAeYeKdq5q7,Novia Bonita,Tierra Cali,Maldito Amor,56,0.214,0.79,0.755,1.36e-05,-5.485,148.033
624,3lnF83kG6ePhTSWRoW62dO,Bloodbuzz Ohio,The National,High Violet,52,0.0558,0.402,0.835,0.18,-6.367,157.066
625,3rDFqo8yv93PtTmdOYOPzX,Tonight (I'm Fuckin' You),Enrique Iglesias,Tonight (I'm Fuckin' You),54,0.0277,0.666,0.877,1.15e-05,-4.657,125.989
626,2D4D3hiOf5U0W6SvJoCQph,"Get Outta My Dreams, Get Into My Car",Billy Ocean,The Very Best of Billy Ocean,61,0.0874,0.666,0.91,8.41e-06,-6.457,117.14
627,1a9hBnJodCsNcp0HoJAObp,Your Song - Bonus Track,Ellie Goulding,Bright Lights (Lights Re-pack / Bonus Version),68,0.941,0.547,0.197,0.000756,-12.002,133.85
628,5rwxsHLK1q9fPJFyyqJmP1,Give In to Me,Garrett Hedlund,Country Strong (More Music from the Motion Picture),55,0.632,0.624,0.357,9.2e-06,-10.031,79.998
629,15fZHvjZXoAILTvmt4EXIk,Who Are You When I'm Not Looking,Blake Shelton,All About Tonight,54,0.409,0.412,0.457,0.0187,-9.142,74.824
630,1nYWTzy5zu3zEPNgB1sItW,Speak Now,Taylor Swift,Speak Now (Deluxe Edition),53,0.095,0.709,0.599,0.0,-3.734,118.975
631,0vvt4IZOMkRug195S4MUq0,If This Was A Movie,Taylor Swift,Speak Now (Deluxe Edition),53,0.166,0.511,0.719,4.54e-06,-3.457,147.852
632,2USyvcBpPjhW0rgiD2R8Bp,Mariposa Traicionera,Maná,Six Pack: Maná - EP,62,0.527,0.773,0.794,0.000354,-4.954,101.143
633,49svNTJ8LUOZwGrbbvXYMI,Hunted Down,Soundgarden,Telephantasm (Deluxe Edition),56,0.00526,0.344,0.959,0.733,-6.094,165.704
634,63Tl9k1sH8tznn3bqoMuyF,Waka Waka (This Time for Africa) - K-Mix,Shakira,Sale el Sol,66,0.0116,0.71,0.871,3e-06,-5.037,126.957
635,4rCDfKjSS4KZk6hMB9epXh,Stereo Love - Original,Edward Maya,Stereo Love,67,0.0382,0.782,0.784,0.0115,-5.478,127.031
636,2twJtqTdddqsTJnEHUFZdm,B*tch,E-40,Revenue Retrievin': Day Shift,52,0.0375,0.853,0.855,0.0,-5.716,94.976
637,3fV2ZnSsxgvXUHshkGCBdR,Solo,Iyaz,Solo,55,0.197,0.73,0.728,0.0,-3.113,130.061
638,2UWdUez9MB9yzL7Y81Mcip,The Suburbs,Arcade Fire,The Suburbs,61,0.0578,0.616,0.682,0.0241,-6.148,117.78
639,3CkbfNMYISwMGg2guJtTe4,"Concerto en ré mineur, BWV 974: II. Adagio",Johann Sebastian Bach,Alexandre Tharaud: Baroque,58,0.992,0.354,0.0322,0.955,-27.492,67.872
640,6zO0e11RCBnh1w8kjPZpIh,Mouthful of Diamonds,Phantogram,Eyelid Movies,52,0.138,0.613,0.815,0.816,-4.542,99.981
641,0hRPRbA2B1CYmGNhWhFjwF,Fall For Your Type (feat. Drake),Jamie Foxx,Best Night Of My Life,55,0.394,0.593,0.393,3.24e-06,-11.736,136.866
642,1pYKzfOlpHWtVUiEIu4Vn7,What's My Name?,Rihanna,Loud,54,0.223,0.695,0.782,0.0,-2.967,99.992
643,7vIJwiFD2FKiulXzCDMvc4,"Nocturne No. 1 in B flat minor, Op. 9 No. 1",Frédéric Chopin,Chopin: The Nocturnes,53,0.982,0.342,0.0179,0.906,-24.846,61.757
644,5QemHQxj7PRkrw8lJl2W7C,Scott Mescudi Vs. The World,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,55,0.28,0.78,0.72,0.591,-5.914,108.685
645,4pZBAD4pdv4A5WqjsYGiJk,Ella,Vicente Fernández,Un Mexicano en la México,60,0.445,0.34,0.47,0.0,-5.968,164.061
646,5BmKRyAjCnvkko7Ms00YtA,Our First Time,Bruno Mars,Doo-Wops & Hooligans,56,0.419,0.709,0.45,0.0,-8.267,77.986
647,1saXdvEAafdRzUphXBzSHg,Ocean Waves for Sleep,Ocean Waves For Sleep,Ocean Waves,55,0.932,0.0797,0.995,0.562,-17.379,84.788
648,6eHTrSCKzmYNQjXtTKDpHV,Kickin Up Mud,The Lacs,Country Boy's Paradise,52,0.0417,0.783,0.614,0.0,-5.935,65.005
649,7IfckgnBsIdP4XE4tfWEDN,Take On Me,Reel Big Fish,The Best Of Us For The Rest Of Us,58,0.0192,0.576,0.94,0.0,-3.003,97.876
650,5UdicZrmNt418AmwNixCJP,Holding You Down (Goin' in Circles),Jazmine Sullivan,Love Me Back,53,0.082,0.724,0.872,0.0,-2.706,95.09
651,4no2qCaEGeaYSNIj8pDcMf,Walking On Sunshine (25th Anniversary) - 2010 Remaster,Katrina & The Waves,Walking on Sunshine,58,0.00153,0.62,0.934,0.013,-4.953,110.013
652,3ZpSFamHHJE4kL59IePR7P,Love Come Down - Single Version,"Evelyn ""Champagne"" King",Essential - Soul Love,52,0.00601,0.804,0.621,0.00301,-7.317,117.274
653,0ZxZsjMMyLgjRV1XLWlIaS,It Never Ends,Bring Me The Horizon,There Is A Hell Believe Me I've Seen It. There Is A Heaven Let's Keep It A Secret,55,0.000103,0.382,0.943,0.00011,-5.434,105.032
654,1wIE2nfv5oF3ld71AriEDP,Still Worth Fighting For,My Darkest Days,My Darkest Days (Deluxe Edition),61,0.00326,0.474,0.873,0.0,-2.926,115.969
655,60CirPlTOEWOUBus7HxV3B,Radioactive,Kings of Leon,Come Around Sundown (Expanded Edition),61,0.00877,0.408,0.925,0.000454,-4.88,126.405
656,1ebh1wrBHO5JIRS4i95vR0,Southern Constellations,Pierce The Veil,Selfish Machines,54,0.601,0.261,0.258,0.0642,-12.301,105.343
657,33X9miK4Xz7pNeVrc9RITG,Ready to Start,Arcade Fire,The Suburbs (Deluxe),61,0.117,0.277,0.934,0.0242,-4.672,188.797
658,7dL2kSVsBelmkQHbkNkx1l,Hillbilly Bone (feat. Trace Adkins),Blake Shelton,Hillbilly Bone,54,0.0441,0.611,0.964,7.37e-05,-3.076,144.014
659,4SgcE7RxpK3ydWrjoAQH1K,Why Won't You Make Up Your Mind?,Tame Impala,InnerSpeaker,58,0.00747,0.458,0.84,0.204,-4.812,129.03
660,3daDd8yhWLgeWyCeZp9eIj,You And Your Heart,Jack Johnson,To The Sea,60,0.363,0.78,0.572,0.000457,-5.999,107.067
661,6gU00cBsevVf2EotNUiQg0,The Clean Up Song,Shari Sloane,Singing With Shari: Get Ready!,54,0.604,0.834,0.64,0.0,-5.691,76.009
662,5SEzqGMS3LadZZfcQuv1ki,20 Mujeres De Negro,Los Alegres Del Barranco,De Parranda Con Los Alegres Del Barranco,55,0.29,0.777,0.675,3.09e-06,-6.775,105.813
663,2sdarYql1R0GAdFsdb4LDM,Lil Freak (feat. Nicki Minaj),USHER,Raymond v Raymond (Expanded Edition),54,0.000879,0.834,0.628,0.000192,-6.616,139.958
664,7Ht6JlOdCjN2UWefpaIf5u,Can't You See (feat. Kid Rock) - Live,Zac Brown Band,Pass the Jar [Zac Brown Band and Friends from the Fabulous Fox Theatre in Atlanta (Live)],53,0.174,0.475,0.853,3.37e-05,-5.063,88.065
665,4PwwyZBEkHcm4OTJThCzXi,Moneygrabber,Fitz and The Tantrums,Pickin' up the Pieces,54,0.0608,0.696,0.886,1.01e-06,-3.713,112.52
666,1B5NWdLAt8GC4WKTPUCrLM,The Best In Me,Marvin Sapp,Here I Am,52,0.344,0.407,0.613,0.0,-8.616,102.519
667,4YbslGpDoOgJgH8wqSdfaP,Garbage Truck,Sex Bob-Omb,Scott Pilgrim vs. the World (Original Motion Picture Soundtrack),57,0.299,0.494,0.839,0.0,-4.458,133.481
668,7dnKWTD76FcA8tv24mRdIG,Been Around,Cody Jinks,Less Wise,52,0.0496,0.706,0.653,0.0,-4.691,123.034
669,7gA5OQWsvAY7HhazroFuwI,"Save Me, San Francisco",Train,"Save Me, San Francisco (Golden Gate Edition)",54,0.0531,0.639,0.938,0.0,-2.729,112.012
670,5ExE1x7WIIsb159d2cZ0Z2,Loonboon,Laura Shigihara,Plants Vs. Zombies (Original Video Game Soundtrack),59,0.701,0.518,0.395,0.928,-17.661,159.888
671,601M9QaiJ2Kmx0h0qaMwXx,The Goldfish,The Laurie Berkner Band,The Best Of The Laurie Berkner Band,54,0.712,0.549,0.53,0.0,-4.09,103.9
672,3h8KGJn9UFX2cfjN78iMVF,Y Cómo Es El,Marc Anthony,Iconos,65,0.432,0.481,0.415,0.0,-5.646,77.472
673,6kpAhNL6CYs3NSbFs3tHwf,I Will Follow,Chris Tomlin,And If Our God Is For Us...,55,0.0617,0.586,0.783,0.0,-3.684,95.932
674,28jyTDJQyz5IeDTkB1lOuu,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",53,0.0133,0.55,0.779,0.0,-3.808,150.068
675,4hBW3h6FnQNh7NRmyxLLG7,Valerie - Glee Cast Version,Glee Cast,"Glee: The Music, Volume 4",59,0.00308,0.651,0.889,0.0,-5.236,107.009
676,6BD9XMxKnjL6dCJbxXAPUa,Not Strong Enough,Apocalyptica,7th Symphony,60,0.00183,0.354,0.829,0.0,-3.834,163.958
677,7w9T4qsofdkPFL1iyUrwNL,Stand by Him,Ghost,Opus Eponymous,54,0.112,0.56,0.902,3.57e-05,-4.263,129.004
678,6eLOyOwKUJvjN0f9equFf8,So Cold (The Good Wife Trailer),Ben Cocks,...As Heard In,66,0.766,0.516,0.356,0.0187,-13.442,74.995
679,1zG6cEmeo4rv7Old8XD7vC,Something Like That,Tim McGraw,Number One Hits,53,0.378,0.507,0.85,0.0,-5.679,171.8
680,3gDMowCL0zgKSKLXQcaCTN,Charge,Marc Streitenfeld,Robin Hood (Original Motion Picture Soundtrack),63,0.864,0.184,0.525,0.777,-18.369,98.511
681,7ARLbcqLgOrBI2JfzfKtHD,Rich Kids - [Middle Cla$$ MIX],New Medicine,Race You to the Bottom,56,0.0183,0.619,0.936,0.0,-2.205,108.011
682,3C9UV0uRiF3DAKe1tCWIdU,I'm Single,Lil Wayne,I Am Not A Human Being,52,0.044,0.567,0.381,0.0,-5.238,85.537
