,artist,artist_genres,artist_popularity,artist_followers
679,Ben Cocks,[],47,20271
680,Ghost,"['hard rock', 'metal']",74,2666355
681,Mandy Moore,"['dance pop', 'neo mellow', 'post-teen pop']",62,700077
682,Marc Streitenfeld,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",54,22144
683,Ray LaMontagne,"['acoustic pop', 'indie folk', 'neo mellow', 'stomp and holler']",62,1002986
684,Christina Aguilera,"['dance pop', 'pop']",75,7772409
685,Apocalyptica,"['cello', 'finnish metal']",57,984729
686,The Drums,"['brooklyn indie', 'indie surf']",61,827523
687,The Green,"['jawaiian', 'reggae rock']",52,179358
688,Andrew Belle,['acoustic pop'],53,244837
689,Trace Adkins,"['contemporary country', 'country', 'country road']",59,2578780
690,Pigeon John,['pop rap'],45,42829
691,La Arrolladora Banda El Limón De Rene Camacho,"['banda', 'musica mexicana', 'norteno']",73,6343245
692,Lil Wayne,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",84,14056774
693,The California Honeydrops,['bay area indie'],50,111117
694,Miami Horror,"['alternative dance', 'australian dance', 'australian electropop', 'electroclash', 'filter house', 'indietronica', 'neo-synthpop', 'nu disco']",53,257867
695,Ozzy Osbourne,"['album rock', 'alternative metal', 'birmingham metal', 'classic rock', 'glam metal', 'hard rock', 'metal', 'nu metal', 'rock']",70,4980283
696,Cultura Profética,"['latin alternative', 'latin rock', 'reggae en espanol', 'rock en espanol']",62,1766184
697,Pedro Infante,"['bolero', 'bolero mexicano', 'mariachi', 'ranchera']",61,2062343
698,Gretchen Wilson,"['contemporary country', 'country', 'country dawn', 'country road']",54,896816
699,John Fogerty,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'southern rock', 'swamp rock']",53,821603
700,Flo Rida,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",77,8952416
701,Mann,[],44,21832
702,Cascada,"['eurodance', 'europop', 'german techno', 'melbourne bounce international']",64,499919
703,Samuel Barber,"['american modern classical', 'classical']",47,108737
704,Farruko,"['reggaeton', 'trap latino', 'urbano latino']",82,15536601
705,10 Years,"['alternative metal', 'nu metal', 'post-grunge']",55,647019
706,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",94,79671951
707,Ivy Queen,"['latin hip hop', 'rap latina', 'reggaeton', 'trap latino', 'urbano latino']",62,2339665
708,El Movimiento Alterado,"['corrido', 'corridos alternativos', 'musica mexicana', 'norteno', 'sierreno']",55,236160
709,La Arrolladora Banda El Limón De Rene Camacho,"['banda', 'musica mexicana', 'norteno']",73,6343245
710,Daft Punk,"['electro', 'filter house', 'rock']",79,9642932
711,Grupo Laberinto,"['cumbia sonorense', 'musica sonorense', 'tecnobanda', 'tejano']",66,540430
712,Merchant Ships,['midwest emo'],36,13348
713,MercyMe,"['ccm', 'christian alternative rock', 'christian indie', 'christian music']",61,1695292
714,Iration,['reggae rock'],56,390414
715,Brantley Gilbert,"['contemporary country', 'country', 'country road', 'modern country rock']",65,2963984
716,Taylor Swift,['pop'],100,86026925
717,Gorillaz,"['alternative hip hop', 'modern rock', 'rock']",77,10843316
718,Will Reagan,"['ccm', 'deep ccm', 'world worship', 'worship']",52,121556
719,MARINA,"['metropopolis', 'pop', 'pov: indie', 'uk alternative pop']",71,4903431
720,John Powell,"['british soundtrack', 'orchestral soundtrack', 'soundtrack']",62,208458
721,Mikky Ekko,['nashville indie'],64,130701
722,Avenged Sevenfold,"['alternative metal', 'nu metal']",74,6508554
723,Marc Streitenfeld,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",54,22144
724,Kanye West,"['chicago rap', 'hip hop', 'rap']",89,21267742
725,My Chemical Romance,"['emo', 'modern rock', 'pop punk', 'pov: indie', 'rock']",75,7932010
726,Katy Perry,['pop'],82,29309751
727,Bobby Alu,['australian reggae fusion'],52,37164
728,Brantley Gilbert,"['contemporary country', 'country', 'country road', 'modern country rock']",65,2963984
729,Eminem,"['detroit hip hop', 'hip hop', 'rap']",88,76511108
730,Crystal Castles,"['alternative dance', 'bitpop', 'digital hardcore', 'indietronica', 'neo-synthpop', 'new rave', 'nintendocore']",69,1831961
731,The Steeldrivers,"['bluegrass', 'modern southern rock', 'neo-traditional bluegrass', 'new americana']",60,327164
732,Twista,"['chicago rap', 'dirty south rap', 'gangster rap', 'trap']",64,985122
733,Eminem,"['detroit hip hop', 'hip hop', 'rap']",88,76511108
734,El Tigrillo Palma,"['banda', 'corrido', 'musica mexicana', 'sierreno']",59,1235828
735,Ra Ra Riot,"['baroque pop', 'indie rock', 'indietronica', 'modern rock', 'piano rock', 'shimmer pop', 'stomp and holler']",44,205795
736,Jason Derulo,"['dance pop', 'pop']",77,11929946
737,Los Creadorez Del Pasito Duranguense,"['duranguense', 'grupera']",43,172001
738,"Héctor Acosta ""El Torito""","['bachata', 'bachata dominicana']",57,849598
739,Campeche Show,"['cumbia del sureste', 'cumbia sonidera', 'grupera']",51,189860
740,All That Remains,"['alternative metal', 'melodic metalcore', 'metalcore', 'nu metal', 'post-grunge']",57,1269557
741,Freestylers,"['big beat', 'breakbeat']",41,74237
742,Taylor Swift,['pop'],100,86026925
743,Miami Horror,"['alternative dance', 'australian dance', 'australian electropop', 'electroclash', 'filter house', 'indietronica', 'neo-synthpop', 'nu disco']",53,257867
744,Tierra Cali,"['banda', 'musica mexicana', 'norteno', 'tierra caliente']",58,1016658
745,The Downtown Fiction,"['neon pop punk', 'pixie', 'pop emo']",41,167612
746,Taylor Swift,['pop'],100,86026925
747,Insane Clown Posse,['rap rock'],64,1215273
748,Ghost,"['hard rock', 'metal']",74,2666355
749,Sacred Earth,"['healing', 'high vibe']",46,52887
750,Rascal Flatts,"['contemporary country', 'country', 'country road']",67,3595500
751,Broken Bells,"['chamber pop', 'indie rock', 'indietronica', 'la indie', 'modern rock']",56,591797
752,Radical Face,"['indie folk', 'jacksonville indie', 'stomp and holler']",55,386037
753,bôa,[],66,438554
754,Gerardo Ortiz,"['banda', 'corrido', 'musica mexicana', 'norteno', 'sierreno']",72,7425557
755,Turnpike Troubadours,"['modern southern rock', 'red dirt']",64,455462
756,Gunter Kallmann Choir,[],42,5404
757,Stromae,"['belgian pop', 'g-house']",69,3102698
758,Waka Flocka Flame,"['atl hip hop', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",64,2714590
759,Flo Rida,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",77,8952416
760,Carlos Y Jose,"['musica neoleonesa', 'musica sonorense', 'norteno']",59,411811
761,One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",82,33169536
762,Maroon 5,['pop'],83,41494445
763,Cydia,[],43,297
764,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",87,25347053
765,Volbeat,"['danish metal', 'danish rock']",68,2427911
766,Labyrinth Ear,['dark synthpop'],42,44254
767,OK Go,"['chicago indie', 'modern rock', 'permanent wave']",52,505532
768,Kenny Chesney,"['contemporary country', 'country', 'country road']",70,4396103
769,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",88,57812873
770,Waka Flocka Flame,"['atl hip hop', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",64,2714590
771,AC/DC,"['australian rock', 'hard rock', 'rock']",79,27339358
772,Frédéric Chopin,"['classical', 'early romantic era', 'polish classical']",71,3139103
773,Canserbero,"['boom bap espanol', 'rap conciencia', 'rap politico', 'venezuelan hip hop']",74,7808692
774,Mandy Moore,"['dance pop', 'neo mellow', 'post-teen pop']",62,700077
775,Escape the Fate,"['alternative metal', 'metalcore', 'neon pop punk', 'pixie', 'pop punk', 'screamo']",61,1263562
776,A Day To Remember,"['alternative metal', 'metalcore', 'neon pop punk', 'pop emo', 'pop punk', 'screamo']",67,2270621
777,Ghostland Observatory,['indietronica'],38,78765
778,Emancipator,"['downtempo', 'livetronica', 'trip hop']",53,385174
779,John Powell,"['british soundtrack', 'orchestral soundtrack', 'soundtrack']",62,208458
780,Mac Miller,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']",82,9497713
781,Yelawolf,['alabama rap'],64,2247711
782,Jason Aldean,"['contemporary country', 'country', 'country road', 'modern country rock']",73,6349106
783,Alan Jackson,['country'],71,2481373
784,Tokio Hotel,['german pop rock'],65,848981
785,Pierce The Veil,"['pop punk', 'screamo']",71,2616964
786,Macklemore,"['pop rap', 'seattle hip hop']",76,2120725
787,J Alvarez,"['reggaeton', 'urbano latino']",67,5355991
788,"Héctor Acosta ""El Torito""","['bachata', 'bachata dominicana']",57,849598
789,Rodney Atkins,"['contemporary country', 'country', 'country road']",60,1917692
790,Enrique Iglesias,"['dance pop', 'latin pop', 'mexican pop']",75,11327933
791,Vampire Weekend,"['baroque pop', 'chamber pop', 'garage rock', 'indie rock', 'indietronica', 'modern rock', 'stomp and holler']",64,1872985
792,ItaloBrothers,"['hands up', 'italo dance']",60,410209
793,Sabaton,"['power metal', 'swedish metal', 'swedish power metal']",70,1942184
794,Nicki Minaj,"['hip pop', 'pop', 'queens hip hop', 'rap']",86,29523913
795,Best Coast,"['indie rock', 'indie surf', 'indietronica', 'la indie', 'metropopolis']",45,322262
796,Pharrell Williams,"['dance pop', 'pop']",78,4273355
797,Eminem,"['detroit hip hop', 'hip hop', 'rap']",88,76511108
798,The Dreadnoughts,"['celtic rock', 'pirate', 'shanty', 'vancouver punk']",50,115879
799,Duelo,"['banda', 'musica mexicana', 'norteno', 'tejano']",68,1801154
800,Disturbed,"['alternative metal', 'nu metal', 'rap metal', 'rock']",72,6245922
801,Tim McGraw,"['contemporary country', 'country', 'country road']",71,4470074
802,Alan Jackson,['country'],71,2481373
803,Gorillaz,"['alternative hip hop', 'modern rock', 'rock']",77,10843316
804,Daft Punk,"['electro', 'filter house', 'rock']",79,9642932
805,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",87,25347053
806,Christina Aguilera,"['dance pop', 'pop']",75,7772409
807,Arcade Fire,"['alternative rock', 'baroque pop', 'canadian indie', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'permanent wave', 'quebec indie', 'rock']",63,2229869
808,Gramatik,"['downtempo', 'instrumental hip hop', 'jazz boom bap', 'jazztronica', 'livetronica', 'slovenian electronic', 'trip hop']",54,665589
809,The Jompson Brothers,['modern southern rock'],39,58198
810,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",94,79671951
811,Fortunate Youth,"['reggae rock', 'west coast reggae']",45,107547
812,Los Dinamicos Del Norte,['norteno'],45,70118
813,Michael Franti & Spearhead,['reggae fusion'],55,207250
814,Jeremih,"['chicago rap', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",72,6554198
815,Wall Of Voodoo,"['new wave', 'synthpop']",34,70899
816,Marc Streitenfeld,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",54,22144
817,Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",83,24434347
818,Katy Perry,['pop'],82,29309751
819,Justin Bieber,"['canadian pop', 'pop']",87,74210660
820,Flo Rida,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",77,8952416
821,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",88,57812873
822,C-Murder,"['crunk', 'dirty south rap', 'new orleans rap']",44,494655
823,Pitbull,"['dance pop', 'miami hip hop', 'pop']",81,10259637
824,Motionless In White,"['alternative metal', 'metalcore']",67,1400192
825,Alex G,"['philly indie', 'pov: indie']",72,1028828
826,bôa,[],66,438554
827,Jazmine Sullivan,"['neo soul', 'r&b', 'urban contemporary']",61,2017271
828,Stacey Kent,"['contemporary vocal jazz', 'vocal jazz']",57,269327
829,Michael Jackson,"['r&b', 'soul']",80,28729931
830,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",88,57812873
831,Ryan Bingham,"['new americana', 'outlaw country']",58,457218
832,Tame Impala,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",78,6889207
833,Justin Bieber,"['canadian pop', 'pop']",87,74210660
834,TAEYANG,"['k-pop', 'korean r&b']",66,1246592
835,Kid Cudi,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",78,6675522
836,Rock Mafia,[],50,42482
837,Sleeping With Sirens,"['neon pop punk', 'pop emo', 'pop punk', 'screamo']",62,2241737
838,The Green,"['jawaiian', 'reggae rock']",52,179358
839,Eminem,"['detroit hip hop', 'hip hop', 'rap']",88,76511108
840,Ghost,"['hard rock', 'metal']",74,2666355
841,Billy Currington,"['contemporary country', 'country', 'country road']",65,2609065
842,Class Actress,"['brooklyn indie', 'metropopolis', 'neo-synthpop']",36,43233
843,JJ Grey & Mofro,"['jam band', 'modern blues', 'modern blues rock', 'swamp rock']",51,161790
844,Josh Thompson,['country road'],42,176907
845,Pierce The Veil,"['pop punk', 'screamo']",71,2616964
846,Avenged Sevenfold,"['alternative metal', 'nu metal']",74,6508554
847,John Lennon,"['beatlesque', 'classic rock', 'rock']",67,5632157
848,Wiz Khalifa,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",80,11218382
849,Ray LaMontagne,"['acoustic pop', 'indie folk', 'neo mellow', 'stomp and holler']",62,1002986
850,Miranda Cosgrove,['post-teen pop'],44,1228611
851,Tenth Avenue North,"['ccm', 'christian alternative rock', 'christian music']",49,556382
852,Isles & Glaciers,['progressive post-hardcore'],36,108347
853,Kanye West,"['chicago rap', 'hip hop', 'rap']",89,21267742
854,Deftones,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",76,4366747
855,Pyotr Ilyich Tchaikovsky,"['classical', 'classical drill', 'late romantic era', 'russian romanticism']",66,1196433
856,Joy Division,"['alternative rock', 'art rock', 'indie rock', 'madchester', 'new wave', 'post-punk', 'punk', 'rock', 'uk post-punk']",62,2211254
857,Jesse Watson,[],31,2782
858,Merle Haggard & The Strangers,['bakersfield sound'],50,30365
859,Justin Bieber,"['canadian pop', 'pop']",87,74210660
860,Christopher Wilde,['post-teen pop'],49,221510
861,Common,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'hardcore hip hop', 'hip hop', 'political hip hop']",59,904238
862,IU,"['k-pop', 'pop']",69,8169636
863,MARINA,"['metropopolis', 'pop', 'pov: indie', 'uk alternative pop']",71,4903431
864,Billy Ocean,"['disco', 'mellow gold', 'new romantic', 'new wave pop', 'soft rock', 'yacht rock']",61,1086163
865,Two Door Cinema Club,"['indie rock', 'indietronica', 'irish rock', 'modern alternative rock', 'modern rock', 'northern irish indie']",67,2341620
866,Nicki Minaj,"['hip pop', 'pop', 'queens hip hop', 'rap']",86,29523913
867,J Alvarez,"['reggaeton', 'urbano latino']",67,5355991
868,El Movimiento Alterado,"['corrido', 'corridos alternativos', 'musica mexicana', 'norteno', 'sierreno']",55,236160
869,Lil Wayne,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",84,14056774
870,Tame Impala,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",78,6889207
871,Vicente Fernández,"['mariachi', 'ranchera']",75,9553228
872,Blaze Foley,"['alternative country', 'cosmic american', 'folk', 'outlaw country', 'singer-songwriter']",45,86399
873,El Trono de Mexico,"['banda', 'duranguense', 'grupera', 'musica mexicana', 'norteno']",63,1048510
874,Voz De Mando,"['corrido', 'musica mexicana', 'norteno', 'sierreno']",60,1719786
875,The Lacs,"['country rap', 'redneck']",55,571375
876,Chuy Lizarraga y Su Banda Tierra Sinaloense,"['banda', 'musica mexicana']",60,1548107
877,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",88,57812873
878,Onision,"['antiviral pop', 'meme', 'pixel']",38,33061
879,Hans Zimmer,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",74,3494362
880,Cartel De Santa,"['latin hip hop', 'mexican hip hop']",76,15336043
881,Randy Travis,"['contemporary country', 'country', 'country gospel', 'country road']",63,1656125
882,Hinder,"['alternative metal', 'nu metal', 'post-grunge']",59,1828747
883,Lifehouse,"['neo mellow', 'pop rock', 'post-grunge']",62,1972276
884,Vampire Weekend,"['baroque pop', 'chamber pop', 'garage rock', 'indie rock', 'indietronica', 'modern rock', 'stomp and holler']",64,1872985
885,The Kiboomers,"[""children's music"", 'nursery', ""preschool children's music""]",63,59469
886,John Carpenter,['horror synth'],49,122779
887,Alex G,"['philly indie', 'pov: indie']",72,1028828
888,The Stone Foxes,"['alternative roots rock', 'bay area indie', 'modern blues rock', 'stomp and holler']",40,61023
889,Pyotr Ilyich Tchaikovsky,"['classical', 'classical drill', 'late romantic era', 'russian romanticism']",66,1196433
890,Nicki Minaj,"['hip pop', 'pop', 'queens hip hop', 'rap']",86,29523913
891,Bo Burnham,"['comic', 'pov: indie']",67,1774017
892,Enrique Iglesias,"['dance pop', 'latin pop', 'mexican pop']",75,11327933
893,Hoobastank,"['alternative metal', 'funk metal', 'nu metal', 'pop rock', 'post-grunge']",65,2440738
894,Godsmack,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",66,3069010
895,k.d. lang,"['canadian country', 'canadian pop', 'canadian singer-songwriter', 'folk', 'lilith', 'new wave pop', 'permanent wave', 'queer country', 'singer-songwriter', ""women's music""]",48,372314
896,Orianthi,['candy pop'],40,82596
897,Justin Townes Earle,"['alternative country', 'folk', 'indie folk', 'nashville americana', 'new americana', 'roots rock', 'singer-songwriter']",51,170659
898,Roar,"['pov: indie', 'weirdcore']",66,706938
899,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",86,26629905
900,Kid Cudi,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",78,6675522
901,Sunidhi Chauhan,"['filmi', 'modern bollywood']",72,15747853
902,Gungor,['christian indie'],37,169890
903,Taylor Swift,['pop'],100,86026925
904,Keyshia Cole,"['hip pop', 'r&b', 'urban contemporary']",66,3671005
905,Waka Flocka Flame,"['atl hip hop', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",64,2714590
906,will.i.am,"['dance pop', 'pop']",72,4135014
907,Vampire Weekend,"['baroque pop', 'chamber pop', 'garage rock', 'indie rock', 'indietronica', 'modern rock', 'stomp and holler']",64,1872985
908,Tokio Hotel,['german pop rock'],65,848981
909,The Black Keys,"['alternative rock', 'blues rock', 'garage rock', 'indie rock', 'indietronica', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",69,3916077
910,Sex Bob-Omb,[],46,111316
911,All That Remains,"['alternative metal', 'melodic metalcore', 'metalcore', 'nu metal', 'post-grunge']",57,1269557
912,Kid Cudi,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",78,6675522
913,Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",83,24434347
914,Dondria,"['hip pop', 'r&b']",33,220069
915,Janelle Monáe,"['afrofuturism', 'alternative r&b', 'atl hip hop', 'neo soul', 'r&b']",67,1404459
916,Avenged Sevenfold,"['alternative metal', 'nu metal']",74,6508554
917,Brad Paisley,"['contemporary country', 'country', 'country road']",64,2726246
918,Alex G,"['philly indie', 'pov: indie']",72,1028828
919,Anarbor,"['neon pop punk', 'pop emo', 'pop punk']",50,217022
920,Nicky Lee,['mandopop'],53,96790
921,Dangermuffin,['jam band'],39,11635
922,Disciple,"['christian alternative rock', 'christian metal', 'christian music', 'christian rock']",43,182147
923,CeeLo Green,['atl hip hop'],64,584814
924,Caribou,"['alternative dance', 'art pop', 'electronica', 'folktronica', 'indietronica', 'intelligent dance music', 'trip hop']",55,645062
925,Daft Punk,"['electro', 'filter house', 'rock']",79,9642932
926,Marc Streitenfeld,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",54,22144
927,The Tallest Man On Earth,"['chamber pop', 'indie folk', 'stomp and holler', 'swedish americana', 'swedish singer-songwriter']",51,639010
928,Big Time Rush,"['boy band', 'pop', 'post-teen pop']",64,2693481
929,Agnes Obel,['chamber pop'],57,819660
930,Los Llayras,"['cumbia andina mexicana', 'cumbia sonidera', 'grupera', 'tropical']",51,257671
931,La Mar-K De Tierra Caliente,['tierra caliente'],48,51452
932,Grupo Bryndis,"['banda', 'grupera', 'gruperas inmortales', 'grupero romantico', 'musica mexicana', 'norteno']",68,2133951
933,Palomo,"['musica mexicana', 'norteno', 'tejano']",58,1218589
934,Barbara Milne,"[""children's music"", 'nursery', ""preschool children's music""]",36,5101
935,Tierra Cali,"['banda', 'musica mexicana', 'norteno', 'tierra caliente']",58,1016658
936,Ricchi E Poveri,['classic italian pop'],63,153781
937,The Black Keys,"['alternative rock', 'blues rock', 'garage rock', 'indie rock', 'indietronica', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",69,3916077
938,Grupo Innovacion,"['grupera', 'norteno']",49,94839
939,Grupo G,"['cumbia sonidera', 'musica poblana']",48,112530
940,AC/DC,"['australian rock', 'hard rock', 'rock']",79,27339358
941,Nicki Minaj,"['hip pop', 'pop', 'queens hip hop', 'rap']",86,29523913
942,King Fantastic,['indie pop rap'],35,15737
943,Nino Rota,"['classic soundtrack', 'italian soundtrack', 'orchestral soundtrack', 'vintage italian soundtrack']",52,109237
944,Daft Punk,"['electro', 'filter house', 'rock']",79,9642932
945,Los Buitres De Culiacan Sinaloa,"['corrido', 'musica mexicana', 'norteno', 'sierreno']",59,976842
946,Train,"['dance pop', 'neo mellow', 'pop', 'pop rock']",71,4356940
947,Shinyribs,"['austin americana', 'southern americana']",37,24475
948,Espinoza Paz,"['banda', 'musica mexicana', 'norteno', 'ranchera']",63,3486558
949,Cultura Profética,"['latin alternative', 'latin rock', 'reggae en espanol', 'rock en espanol']",62,1766184
950,Campeche Show,"['cumbia del sureste', 'cumbia sonidera', 'grupera']",51,189860
951,My Chemical Romance,"['emo', 'modern rock', 'pop punk', 'pov: indie', 'rock']",75,7932010
952,Canserbero,"['boom bap espanol', 'rap conciencia', 'rap politico', 'venezuelan hip hop']",74,7808692
953,Grupo Laberinto,"['cumbia sonorense', 'musica sonorense', 'tecnobanda', 'tejano']",66,540430
954,Motionless In White,"['alternative metal', 'metalcore']",67,1400192
955,Kevin Rudolf,"['pop rap', 'wrestling']",50,146208
956,SMO,['redneck'],48,79927
957,MercyMe,"['ccm', 'christian alternative rock', 'christian indie', 'christian music']",61,1695292
958,Metric,"['canadian indie', 'canadian rock', 'indie rock', 'indietronica', 'metropopolis', 'neo-synthpop']",60,766150
959,Jason Aldean,"['contemporary country', 'country', 'country road', 'modern country rock']",73,6349106
960,Tim McGraw,"['contemporary country', 'country', 'country road']",71,4470074
961,Beach House,"['art pop', 'baltimore indie', 'dream pop', 'dreamo', 'indie pop', 'indie rock', 'indietronica', 'modern dream pop']",70,1931667
962,Lifehouse,"['neo mellow', 'pop rock', 'post-grunge']",62,1972276
963,Skrillex,"['brostep', 'complextro', 'edm', 'electro', 'pop dance']",76,8254532
964,Jason Aldean,"['contemporary country', 'country', 'country road', 'modern country rock']",73,6349106
965,Erykah Badu,"['afrofuturism', 'alternative r&b', 'neo soul', 'r&b']",65,2749740
966,Disturbed,"['alternative metal', 'nu metal', 'rap metal', 'rock']",72,6245922
967,Big Time Rush,"['boy band', 'pop', 'post-teen pop']",64,2693481
968,The Black Keys,"['alternative rock', 'blues rock', 'garage rock', 'indie rock', 'indietronica', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",69,3916077
969,Mr Twin Sister,['chillwave'],39,90295
970,Canserbero,"['boom bap espanol', 'rap conciencia', 'rap politico', 'venezuelan hip hop']",74,7808692
971,Best Coast,"['indie rock', 'indie surf', 'indietronica', 'la indie', 'metropopolis']",45,322262
972,Cartel De Santa,"['latin hip hop', 'mexican hip hop']",76,15336043
973,Jamey Johnson,"['country', 'country road', 'outlaw country']",61,700195
974,dalves,[],38,862
975,TeddyLoid,['japanese electropop'],48,86613
976,Ricchi E Poveri,['classic italian pop'],63,153781
977,Broken Bells,"['chamber pop', 'indie rock', 'indietronica', 'la indie', 'modern rock']",56,591797
978,The Spiral Starecase,[],33,10863
979,T.I.,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",72,4683265
980,Sharon Jones & The Dap-Kings,"['black americana', 'funk', 'retro soul', 'soul']",57,274140
981,Ramon Ayala Y Sus Bravos Del Norte,"['musica mexicana', 'norteno']",62,468728
982,Jason Aldean,"['contemporary country', 'country', 'country road', 'modern country rock']",73,6349106
983,Whitey Morgan and the 78's,"['classic texas country', 'modern southern rock', 'outlaw country']",48,134493
984,Brian Simpson,['smooth jazz'],47,40510
985,Chiddy Bang,"['indie pop rap', 'philly rap', 'pop rap']",48,400170
986,Band of Horses,"['chamber pop', 'indie folk', 'indie rock', 'indietronica', 'modern rock', 'stomp and holler']",58,996237
987,Avenged Sevenfold,"['alternative metal', 'nu metal']",74,6508554
988,Charlie Wilson,"['contemporary r&b', 'r&b', 'urban contemporary']",59,1091061
989,Bunbury,"['latin alternative', 'latin rock', 'mexican rock', 'rock en espanol']",68,2428230
990,Daft Punk,"['electro', 'filter house', 'rock']",79,9642932
991,The Roots,"['conscious hip hop', 'east coast hip hop', 'hip hop', 'philly rap', 'political hip hop']",58,1325518
992,12 Stones,"['alternative metal', 'christian hard rock', 'christian rock', 'nu metal', 'post-grunge']",47,426765
993,Reba McEntire,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'country road']",59,1939581
994,Natalie Grant,"['ccm', 'christian alternative rock', 'christian music']",50,478100
995,Lifehouse,"['neo mellow', 'pop rock', 'post-grunge']",62,1972276
996,Los Buitres De Culiacan Sinaloa,"['corrido', 'musica mexicana', 'norteno', 'sierreno']",59,976842
997,Jan & Dean,"['bubblegum pop', 'classic garage rock', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly', 'sunshine pop', 'surf music']",38,106177
998,The Glitch Mob,"['glitch', 'glitch hop', 'indietronica']",59,555130
999,Margarita la diosa de la cumbia,"['grupera', 'ranchera', 'tropical']",53,337117
